content|type
The International Criminal Court sentenced a former rebel chief in the Democratic Republic of Congo to 30 years in prison for war crimes. Bosco Ntaganda was known as “The Terminator”. His army forcibly recruited children and committed mass rape. His sentence was the longest yet imposed by the court.|politics
In the 22nd consecutive weekend of unrest in Hong Kong, protesters attacked the office building of Xinhua, a news agency owned by the Chinese government. A Chinese newspaper, Global Times, accused them of deliberately provoking the mainland’s authorities. Xi Jinping met Hong Kong’s embattled chief executive, Carrie Lam, in Shanghai and reiterated his support for her. See article.|politics
Deadly smog engulfed much of northern India, thanks in part to farmers burning stubble and to revellers letting off firecrackers to celebrate Diwali, a Hindu holiday. The government of Delhi closed all the city’s schools and instituted sweeping measures to limit traffic, to little avail.|politics
An attack on a checkpoint in southern Thailand killed 15 people; it was the worst in the region for years. The attackers were militants fighting what they see as the oppression of ethnic Malays in Thailand.|politics
Rodrigo Duterte, the president of the Philippines, put the vice-president, Leni Robredo, in charge of his campaign against drug dealers, during which thousands of suspects have been summarily shot dead. The president and vice-president are elected separately in the Philippines, and Ms Robredo is a staunch critic of Mr Duterte.|politics
America formally notified the UN of its intention to withdraw from the Paris agreement to combat climate change, through which countries have pledged (with varying degrees of sincerity) to cut greenhouse-gas emissions. The Trump administration argues that the accord would hurt American businesses. The decision can be undone if a Democrat wins the presidential election.|politics
Elizabeth Warren, one of the leading candidates to be the Democratic presidential candidate, unveiled details of her ambitious health-care plan. Ms Warren wants to spend $20.5trn over a decade to transform America’s private market for health insurance into a government-run programme. To raise this extraordinary sum, she would hike taxes, especially on companies and the rich. See article.|politics
Beto O’Rourke dropped out of the Democratic race. Once the darling of the left, Mr O’Rourke struggled to make an impact in a crowded field.|politics
The Democrats did well in a smattering of elections, winning the governor’s race in Kentucky and taking control of the state legislature in Virginia for the first time in 20 years. The Republicans held on to the governor’s mansion in deep-red Mississippi. See article.|politics
As the British general election campaign officially got under way a stream of MPs announced they would not stand again. So far over 70 have stepped down, more than twice the number who chose not to face the electorate in 2017. More than 60 of those supported Remain, and most represented constituencies that voted for Brexit. The Conservatives’ campaign got off to a bad start, with the resignation of a cabinet minister. Polls still give them a double-digit lead over Labour. See article.|politics
John Bercow stood down as Speaker of Britain’s House of Commons after ten years in the chair. Mr Bercow was known for crying “orderrrr!” and breaking parliamentary conventions. His replacement, Sir Lindsay Hoyle, has hinted at a return to convention and decorum, promising that he will wear the Speaker’s wig “on traditional days”. See article.|politics
Upgrade your inbox and get our Daily Dispatch and Editor's Picks.|politics
In an attempt to show voters that the government is prepared to toughen up immigration policy, France’s prime minister, Édouard Philippe, announced plans to clear out some migrant tent-camps, as well as to impose quotas for migrant workers and limit migrant access to non-urgent health care.|politics
A much-hyped Brazilian auction of rights to drill for offshore oil was a disappointment. Two of the four deepwater deposits got no bids at all. Observers blamed the high fees set by the government, and uncertainty about the future of both Brazil’s policies and global oil demand.|politics
Colombia’s defence minister said he would resign amid accusations that the army has committed atrocities. One senator accused the minister of covering up the alleged bombing of a guerrilla camp in which children were killed.|politics
A drug gang murdered nine members of a Mormon family in Sonora, a state in northern Mexico. Six children and three women died, perhaps because the killers mistook them for rivals. The LeBaron family broke away from the mainstream Mormon church and settled in Mexico in the early 20th century. The victims were American citizens.|politics
Iran took another step away from the nuclear deal it signed in 2015 by injecting gas into centrifuges at its Fordow facility. The devices could produce enriched uranium to be used for nuclear energy or, if highly enriched, a bomb. Iran said it would reverse the move if the deal’s other signatories—Britain, China, France, Germany and Russia—provide economic relief. See article.|politics
Anti-government protests continued in Iraq and Lebanon. Demonstrators in both countries are seeking big changes to political systems dominated by an old elite and riddled with corruption. In Iraq the authorities have responded with violence. More than 260 people have been killed since the unrest began last month. Adel Abdul-Mahdi, the prime minister, has said he is willing to resign if a replacement is found.|politics
The government of Yemen reached a power-sharing deal with southern separatists. The two are meant to be on the same side in a civil war that pits the Saudi-backed government against Houthi rebels, but they have been fighting each other recently. Saudi Arabia, which hosted the talks, said it hoped the deal would lead to a broader agreement ending the war.|politics
America’s Justice Department charged two former employees of Twitter with supplying personal information on dissidents to Saudi Arabia.|politics
Jihadists linked to Islamic State killed more than 50 soldiers in Mali in an attack on an army base, a month after a similar assault in which more than 40 soldiers were killed. The two attacks are among the worst since 2013, when French forces pushed jihadists out of the towns in the north of Mali.|politics
The International Criminal Court sentenced a former rebel chief in the Democratic Republic of Congo to 30 years in prison for war crimes. Bosco Ntaganda was known as “The Terminator”. His army forcibly recruited children and committed mass rape. His sentence was the longest yet imposed by the court.|politics
In the 22nd consecutive weekend of unrest in Hong Kong, protesters attacked the office building of Xinhua, a news agency owned by the Chinese government. A Chinese newspaper, Global Times, accused them of deliberately provoking the mainland’s authorities. Xi Jinping met Hong Kong’s embattled chief executive, Carrie Lam, in Shanghai and reiterated his support for her. See article.|politics
Deadly smog engulfed much of northern India, thanks in part to farmers burning stubble and to revellers letting off firecrackers to celebrate Diwali, a Hindu holiday. The government of Delhi closed all the city’s schools and instituted sweeping measures to limit traffic, to little avail.|politics
An attack on a checkpoint in southern Thailand killed 15 people; it was the worst in the region for years. The attackers were militants fighting what they see as the oppression of ethnic Malays in Thailand.|politics
Rodrigo Duterte, the president of the Philippines, put the vice-president, Leni Robredo, in charge of his campaign against drug dealers, during which thousands of suspects have been summarily shot dead. The president and vice-president are elected separately in the Philippines, and Ms Robredo is a staunch critic of Mr Duterte.|politics
America formally notified the UN of its intention to withdraw from the Paris agreement to combat climate change, through which countries have pledged (with varying degrees of sincerity) to cut greenhouse-gas emissions. The Trump administration argues that the accord would hurt American businesses. The decision can be undone if a Democrat wins the presidential election.|politics
Elizabeth Warren, one of the leading candidates to be the Democratic presidential candidate, unveiled details of her ambitious health-care plan. Ms Warren wants to spend $20.5trn over a decade to transform America’s private market for health insurance into a government-run programme. To raise this extraordinary sum, she would hike taxes, especially on companies and the rich. See article.|politics
Beto O’Rourke dropped out of the Democratic race. Once the darling of the left, Mr O’Rourke struggled to make an impact in a crowded field.|politics
The Democrats did well in a smattering of elections, winning the governor’s race in Kentucky and taking control of the state legislature in Virginia for the first time in 20 years. The Republicans held on to the governor’s mansion in deep-red Mississippi. See article.|politics
As the British general election campaign officially got under way a stream of MPs announced they would not stand again. So far over 70 have stepped down, more than twice the number who chose not to face the electorate in 2017. More than 60 of those supported Remain, and most represented constituencies that voted for Brexit. The Conservatives’ campaign got off to a bad start, with the resignation of a cabinet minister. Polls still give them a double-digit lead over Labour. See article.|politics
John Bercow stood down as Speaker of Britain’s House of Commons after ten years in the chair. Mr Bercow was known for crying “orderrrr!” and breaking parliamentary conventions. His replacement, Sir Lindsay Hoyle, has hinted at a return to convention and decorum, promising that he will wear the Speaker’s wig “on traditional days”. See article.|politics
Upgrade your inbox and get our Daily Dispatch and Editor's Picks.|politics
In an attempt to show voters that the government is prepared to toughen up immigration policy, France’s prime minister, Édouard Philippe, announced plans to clear out some migrant tent-camps, as well as to impose quotas for migrant workers and limit migrant access to non-urgent health care.|politics
A much-hyped Brazilian auction of rights to drill for offshore oil was a disappointment. Two of the four deepwater deposits got no bids at all. Observers blamed the high fees set by the government, and uncertainty about the future of both Brazil’s policies and global oil demand.|politics
Colombia’s defence minister said he would resign amid accusations that the army has committed atrocities. One senator accused the minister of covering up the alleged bombing of a guerrilla camp in which children were killed.|politics
A drug gang murdered nine members of a Mormon family in Sonora, a state in northern Mexico. Six children and three women died, perhaps because the killers mistook them for rivals. The LeBaron family broke away from the mainstream Mormon church and settled in Mexico in the early 20th century. The victims were American citizens.|politics
Iran took another step away from the nuclear deal it signed in 2015 by injecting gas into centrifuges at its Fordow facility. The devices could produce enriched uranium to be used for nuclear energy or, if highly enriched, a bomb. Iran said it would reverse the move if the deal’s other signatories—Britain, China, France, Germany and Russia—provide economic relief. See article.|politics
Anti-government protests continued in Iraq and Lebanon. Demonstrators in both countries are seeking big changes to political systems dominated by an old elite and riddled with corruption. In Iraq the authorities have responded with violence. More than 260 people have been killed since the unrest began last month. Adel Abdul-Mahdi, the prime minister, has said he is willing to resign if a replacement is found.|politics
The government of Yemen reached a power-sharing deal with southern separatists. The two are meant to be on the same side in a civil war that pits the Saudi-backed government against Houthi rebels, but they have been fighting each other recently. Saudi Arabia, which hosted the talks, said it hoped the deal would lead to a broader agreement ending the war.|politics
America’s Justice Department charged two former employees of Twitter with supplying personal information on dissidents to Saudi Arabia.|politics
Jihadists linked to Islamic State killed more than 50 soldiers in Mali in an attack on an army base, a month after a similar assault in which more than 40 soldiers were killed. The two attacks are among the worst since 2013, when French forces pushed jihadists out of the towns in the north of Mali.|politics
The International Criminal Court sentenced a former rebel chief in the Democratic Republic of Congo to 30 years in prison for war crimes. Bosco Ntaganda was known as “The Terminator”. His army forcibly recruited children and committed mass rape. His sentence was the longest yet imposed by the court.|politics
In the 22nd consecutive weekend of unrest in Hong Kong, protesters attacked the office building of Xinhua, a news agency owned by the Chinese government. A Chinese newspaper, Global Times, accused them of deliberately provoking the mainland’s authorities. Xi Jinping met Hong Kong’s embattled chief executive, Carrie Lam, in Shanghai and reiterated his support for her. See article.|politics
Deadly smog engulfed much of northern India, thanks in part to farmers burning stubble and to revellers letting off firecrackers to celebrate Diwali, a Hindu holiday. The government of Delhi closed all the city’s schools and instituted sweeping measures to limit traffic, to little avail.|politics
An attack on a checkpoint in southern Thailand killed 15 people; it was the worst in the region for years. The attackers were militants fighting what they see as the oppression of ethnic Malays in Thailand.|politics
Rodrigo Duterte, the president of the Philippines, put the vice-president, Leni Robredo, in charge of his campaign against drug dealers, during which thousands of suspects have been summarily shot dead. The president and vice-president are elected separately in the Philippines, and Ms Robredo is a staunch critic of Mr Duterte.|politics
America formally notified the UN of its intention to withdraw from the Paris agreement to combat climate change, through which countries have pledged (with varying degrees of sincerity) to cut greenhouse-gas emissions. The Trump administration argues that the accord would hurt American businesses. The decision can be undone if a Democrat wins the presidential election.|politics
Elizabeth Warren, one of the leading candidates to be the Democratic presidential candidate, unveiled details of her ambitious health-care plan. Ms Warren wants to spend $20.5trn over a decade to transform America’s private market for health insurance into a government-run programme. To raise this extraordinary sum, she would hike taxes, especially on companies and the rich. See article.|politics
Beto O’Rourke dropped out of the Democratic race. Once the darling of the left, Mr O’Rourke struggled to make an impact in a crowded field.|politics
The Democrats did well in a smattering of elections, winning the governor’s race in Kentucky and taking control of the state legislature in Virginia for the first time in 20 years. The Republicans held on to the governor’s mansion in deep-red Mississippi. See article.|politics
Alberto Fernández, a Peronist, won Argentina’s presidential election, defeating the pro-business incumbent, Mauricio Macri. Voters blamed Mr Macri for a recession, an inflation rate of more than 50% and a poverty rate that tops 35%. The newly elected vice-president, Cristina Fernández de Kirchner, laid the groundwork for these economic problems when she was president from 2007 to 2015. See article.|politics
Bolivia’s electoral authority declared that President Evo Morales won re-election, avoiding a run-off by just 0.57% of votes cast. At least two people died and dozens were injured in clashes between his supporters and those of opposition candidate Carlos Mesa, who has accused the government of rigging the vote.|politics
Upgrade your inbox and get our Daily Dispatch and Editor's Picks.|politics
Chile’s president, Sebastián Piñera, reshuffled his cabinet and agreed to spend extra money on pensions and health care and to raise taxes on high earners, after 1.2m people demonstrated in Santiago, the country’s capital, against inequality and threadbare public services. At least 20 people died in rioting and arson attacks. Chile cancelled plans to host a summit of Asian and Pacific leaders in November and a UN climate meeting in December. See article.|politics
Claudia López, a crusader against corruption, was elected mayor of Bogotá, Colombia’s capital. Ms López is the first woman and first gay person to be elected to the job. The regional elections were a setback for the Democratic Centre party of the president, Iván Duque, who lost control of strongholds like Medellín.|politics
A constitutional amendment that strips Jammu & Kashmir of statehood and divides it into two territories administered directly by India’s national government came into effect. Life in the Kashmir valley has been severely disrupted since the government announced the change in August, because of restrictions on communications and travel, as well as protests and militant violence.|politics
A court in Myanmar sentenced five members of a satirical troupe to a year’s hard labour for mocking the army’s role in politics.|politics
King Maha Vajiralongkorn of Thailand dismissed two aides for adultery, a week after he stripped his official mistress of her titles for disloyalty.|politics
Scores of people died when a gas stove being used by passengers to cook breakfast aboard a train in Pakistan exploded. It was the country’s worst rail disaster in a decade.|politics
Hong Kong’s government barred a pro-democracy activist, Joshua Wong, from standing in district elections. It linked the decision to Mr Wong’s calls for “self-determination” for the territory. Meanwhile, official figures showed that Hong Kong has slipped into a recession.|politics
Nearly 400 of China’s most senior officials gathered in Beijing for a secretive meeting of the Communist Party’s Central Committee. The agenda was described as “important issues concerning how to uphold and improve the socialist system with Chinese characteristics”. See article.|politics
The pious rapist in charge of Islamic State, Abu Bakr al-Baghdadi, killed himself to avoid capture by American soldiers. The jihadist group once controlled territory the size of Britain, but lost its last scrap of land earlier this year. Mr Baghdadi was found in north-west Syria, where he was chased down a tunnel. He detonated a suicide-vest, murdering two of his own children. Donald Trump said: “He died like a dog.” See article.|politics
Saad Hariri, the prime minister of Lebanon, resigned amid demonstrations over the struggling economy and poor governance. Some fear his resignation will benefit Hizbullah, the Shia militia-cum-political-party, whose thugs have tried to break up the protests. See article.|politics
Protests resumed in Iraq, where dozens of people were killed by the security forces and other armed groups. In the holy city of Karbala masked gunmen reportedly shot dead 18 people. The protesters are angry about corruption, a lack of jobs and poor services. See article.|politics
Mozambique’s main opposition party asked the courts to annul the result of the recent presidential election, which the incumbent, Filipe Nyusi, won with 73% of the vote. The election has rekindled enmity between the ruling and opposition parties, which signed a peace deal in August.|politics
Boris Johnson, Britain’s prime minister, admitted that he could not “get Brexit done” by October 31st, and called a general election. The EU granted an extension until January 31st. Jeremy Corbyn (above), the far-left leader of the opposition Labour Party, reversed course and acquiesced to the election. The date was set for December 12th. Voters will not directly be asked whether they approve of Mr Johnson’s hard Brexit deal, which bears little resemblance to what they were promised in the Brexit referendum in 2016. See article.|politics
America’s House of Representatives voted to recognise the mass slaughter of Armenians by Turks during the first world war as genocide. The vote took place on Turkey’s national day. US-Turkish relations, already strained by Turkey’s invasion of northern Syria, grew more so. See article.|politics
Die Linke, a German far-left party that descends from the East German Communists, won a state election in Thuringia. The far-right Alternative for Germany came second. Collectively, centrist parties won less than half the vote.|politics
In another upset, Italy’s Northern League led an anti-immigration populist coalition to victory in an election in Umbria, a hitherto solidly left-wing region, defeating an alliance led by the country’s ruling Democratic Party and Five Star Movement.|politics
Millions of people in northern California were again left without power, as wildfires, whipped up by strong, hot winds, raged around the Bay Area and surrounding counties. The local utility, Pacific Gas & Electric, has imposed the blackouts because of worries that its power lines may spark the flames. The Los Angeles area also battled wildfires.|politics
A ban on most abortions in Alabama was blocked by a federal judge, two weeks before it was due to come into force. That makes it likelier that the Supreme Court will tackle the issue, which is what the ban’s proponents want.|politics
John Kelly, Donald Trump’s former chief of staff, said he had advised him not to employ a “yes man” as his replacement, as that would lead to the president’s impeachment. Mr Trump’s press secretary said Mr Kelly had been “totally unequipped to handle the genius of our great president”.|politics
Canada’s prime minister, Justin Trudeau, won a second term in office but his Liberal Party lost its majority. The Conservative Party won the popular vote and wiped out the Liberals in the oil-producing western provinces of Alberta and Saskatchewan. To enact his programme, Mr Trudeau will depend on support from smaller parties, especially the left-leaning New Democrats. See article.|politics
Protests against a fare increase on the metro in Santiago, Chile’s capital, became violent, prompting the government to impose its first curfew since the end of a military dictatorship in 1990. The unrest spread to other cities. At least 18 people died in rioting. See article.|politics
Upgrade your inbox and get our Daily Dispatch and Editor's Picks.|politics
Bolivia’s opposition accused the government of Evo Morales, the country’s leftist president, of attempting electoral fraud. In the early count in the presidential election his centrist rival, Carlos Mesa, appeared to be doing well enough to enter a run-off. But the count was mysteriously suspended. When it resumed, Mr Morales’s lead had widened, sparking protests. See article.|politics
Brazil’s senate approved a reform of the country’s absurdly generous pensions. It raises retirement ages and increases workers’ contributions, and is thus expected to reduce the growth of Brazil’s debt.|politics
Mexican security forces captured and then released the son of Joaquín Guzmán (aka “El Chapo”), the jailed former leader of the Sinaloa drug gang. The operation in the city of Culiacán led to a gun battle in which the soldiers were outnumbered; 14 people died. See article.|politics
Boris Johnson secured a new Brexit withdrawal deal with the European Union, but was compelled to request a further extension past October 31st, which he does not want. The British prime minister’s deal won a majority in one of its stages through Parliament, but his three-day timetable to scrutinise the bill was rejected. EU governments discussed whether to grant an extension, and for how long. See article.|politics
Abortion and gay marriage became legal in Northern Ireland, despite a last-ditch effort by conservatives to prevent the change. The measures have already made an impact. A judge in a case in which a woman had bought abortion pills instructed the jury to acquit her.|politics
A lorry was discovered just east of London with 39 dead suspected migrants—thought to be Chinese nationals—inside. See article.|politics
An EU summit shocked leaders in the Balkans when it declined, mainly because of pressure from France’s president, Emmanuel Macron, not to begin accession negotiations with North Macedonia and Albania. See article.|politics
Two Green parties made significant gains in a general election in Switzerland, taking a combined fifth of the vote. The right-wing populist Swiss People’s Party came first again in the multi-party system, but saw its share of the vote dip to 26%.|politics
Russia and Turkey struck a deal over northern Syria. Turkey has invaded the region in an effort to push out the Kurds after America, which had backed them, withdrew. Russian and Syrian forces will now ensure that the Kurds pull back 30km from the border. Russian and Turkish forces will then patrol the Syrian side. But Turkey’s “buffer zone” is not as wide as it had hoped. See article.|politics
A month after an election that ended in deadlock, Israel’s prime minister, Binyamin Netanyahu, said he was unable to form a new coalition government. Mr Netanyahu’s political rival, Benny Gantz, was then invited to try. Mr Gantz’s alliance, though, is more than a dozen seats short of a majority.|politics
The government of Lebanon approved a package of reforms in response to big demonstrations. Hundreds of thousands of people have taken to the streets, unhappy with the struggling economy and poor governance. See article.|politics
Mmusi Maimane resigned as leader of the Democratic Alliance, the largest opposition party in South Africa. Mr Maimane was the first black person to head the traditionally white DA. His departure suggests it still has a problem reaching out to black voters.|politics
Thousands of people took to the streets in Guinea, as President Alpha Condé considered scrapping the constitution. See article.|politics
Russia hosted dozens of African leaders at a summit in Sochi, as part of an effort by Vladimir Putin to exert more influence on the continent. See article.|politics
America’s most senior diplomat in Ukraine told congressmen that Donald Trump had explicitly tied his request to dig up dirt on Joe Biden to a threat to withhold military aid. Earlier, Rick Perry announced his resignation as energy secretary. He is under scrutiny for his role as one of the “three amigos” who liaised with Ukrainian officials. See article.|politics
Elijah Cummings lay in state in Congress, the first black politician to be accorded the honour. Mr Cummings represented Baltimore for 23 years before he died at the age of 68 earlier this month.|politics
Hong Kong’s government formally withdrew the extradition bill that in June sparked an anti-government movement, which continues to roil the city. The legislation would have allowed suspects to be sent to mainland China for trial. Protesters say scrapping it will not satisfy their demands, which include full democracy.|politics
The navies of China and Japan staged their first joint exercise in eight years, which involved ships practising communications in waters south of Japan. Sino-Japanese relations are thawing after years of tension.|politics
Family members buried the ashes of Zhao Ziyang, the Chinese Communist Party’s chief during the Tiananmen Square protests of 1989 who was removed for sympathising with the protesters. The ceremony marked a concession by the authorities.|politics
Joko Widodo was sworn in for a second term as president of Indonesia. His new cabinet includes as defence minister Prabowo Subianto, the former general whom he beat in April’s presidential election. See article.|politics
The most senior American commander in Afghanistan revealed that the number of American troops in the country had fallen by 2,000 over the past year, to 12,000. America had been poised to withdraw even more troops as part of a peace deal with the Taliban that fell apart last month.|politics
King Vajiralongkorn of Thailand stripped his official mistress of all her titles and honours for being too uppity. He had designated her as “royal noble consort” only three months ago. See article.|politics
Turkey continued its invasion of northern Syria, despite Western pressure to stop. Turkey’s autocratic president, Recep Tayyip Erdogan, aims to crush Syria’s Kurds, who have been ditched by President Donald Trump. The Kurds have turned to Syria’s despot, Bashar al-Assad, for protection. Russia, which backs Mr Assad, strolled into abandoned American outposts. Mr Trump, who has been criticised even by fellow Republicans for creating a power vacuum in the Middle East, said he would impose sanctions on some Turkish officials and raise tariffs on Turkish steel. Later, he said the conflict has nothing to do with America. See here.|politics
Kais Saied trounced his opponent in Tunisia’s presidential election. The former law professor and political outsider spent little on his campaign. Voters chose him in the hope that he will tackle corruption and take the elite down a peg. See article.|politics
Upgrade your inbox and get our Daily Dispatch and Editor's Picks.|politics
Iran said one of its oil tankers was attacked by an unknown assailant off the coast of Saudi Arabia, its regional rival. Photos showed two large holes in the vessel. Iran itself has been blamed for several attacks on shipping this year. Meanwhile, Imran Khan, Pakistan’s prime minister, travelled to Tehran to broker talks between Iran and Saudi Arabia.|politics
Abiy Ahmed, the prime minister of Ethiopia, won the Nobel peace prize. Since taking office last year Abiy has freed dissidents and vowed to hold free elections. He signed a peace deal with Eritrea, ending a 20-year-old conflict over a sliver of worthless desert. However, he has failed to stop local politicians from fomenting ethnic cleansing at home. See article.|politics
Hundreds of forest fires broke out in Lebanon, prompting the government to ask for help from neighbouring countries. The cause of the blazes, which have spread into Syria, remains unknown.|politics
Britain and the European Union held last-minute talks on a Brexit agreement ahead of a crucial EU summit. Boris Johnson, the British prime minister, said a “great new deal” had been agreed. Any agreement needs the support of the House of Commons, which is not assured. A special Saturday sitting is scheduled for October 19th.|politics
Spain’s Supreme Court handed down sentences of up to 13 years in prison to a group of nine Catalan separatists for their role in an illegal referendum and independence declaration in 2017. The sentences were much tougher than expected and sparked huge demonstrations, and some rioting, in Barcelona. See article.|politics
Hungary’s nationalist leader, Viktor Orban, lost control of Budapest. The opposition were uncharacteristically united in city elections, and Mr Orban’s cronies do not completely dominate the media in the capital, unlike in the rest of the country. See article.|politics
In Poland, the ruling Law and Justice party retained its majority in elections to the Sejm, the lower house of parliament. However, it narrowly lost control of the less powerful Senate. See article.|politics
The impeachment inquiry into Donald Trump’s dealings with Ukraine continued in the House of Representatives. John Bolton, who recently resigned as national security adviser, described Rudy Giuliani, Mr Trump’s personal lawyer, as “a hand grenade who’s going to blow everybody up”, a former White House aide reportedly testified. Mr Giuliani is refusing to comply with subpoenas. Democrats want to quiz him about his request to Ukrainian officials to find material that could hurt Joe Biden.|politics
At the latest Democratic presidential debate Elizabeth Warren’s rivals roasted her for repeatedly refusing to say how she would pay for her plan to provide health care for every American. Bernie Sanders admits he would raise middle-class taxes to pay for his similar plan. Ms Warren ducked the question six times. In polls, she vies for the front-runner spot with Mr Biden.|politics
A furore erupted in Hong Kong’s Legislative Council. Pro-democracy legislators heckled the territory’s leader, Carrie Lam, when she arrived to deliver an annual policy speech, demanding that she resign and waving pictures of her with bloody hands. Mrs Lam withdrew and released a recorded video of her speech instead.|politics
America’s House of Representatives passed a bill to impose sanctions on Hong Kong’s leaders if they suppress human rights. The Chinese government was furious, and warned of “strong countermeasures” if the bill becomes law (it must first pass through the Senate). China’s leader, Xi Jinping, warned that support for independence for any part of China “will end in crushed bodies and shattered bones”.|politics
Typhoon Hagibis dropped record-breaking rains on Japan, killing 70 people and flooding some 10,000 homes. Several matches in the rugby World Cup, which Japan is hosting, had to be postponed.|politics
Cho Kuk resigned as South Korea’s justice minister. He had come under investigation on suspicion of obtaining unfair academic advantages for his daughter.|politics
Ecuador’s president, Lenín Moreno, dropped his plan to end subsidies of fuel prices after 12 days of mass protests. He had cut the subsidies to comply with an agreement with the IMF, which has approved a $4.2bn loan to Ecuador. Critics say subsidising fossil fuels is costly, regressive and environmentally damaging, but it is popular, so many countries do it. See article.|politics
Fourteen police officers were murdered in an ambush in the western Mexican state of Michoacán. The killers are thought to be members of the Jalisco New Generation drug gang.|politics
Colombia’s constitutional court declared illegal a tax-reform law, which cut taxes for business and raised them for people with high incomes, finding that the law had not been correctly published. Before the ruling the finance minister said failing to uphold the law would damage confidence and reduce GDP growth.|politics
Eliud Kipchoge, a Kenyan runner, became the first person to run a marathon in under two hours, clocking a finishing time of one hour 59 minutes and 40 seconds. He ran at an average speed of just over 21kph (13mph), or 100 metres every 17 seconds. His recorded time at 5,000 metres would have won him gold at every Olympics before 1952, and at 10,000 a gold at every Olympics before 1972. It was not a solo effort; 42 pacemakers helped him maintain his speed until the final straight.|politics
Turkey invaded northern Syria to crush Kurdish militias, after Donald Trump said he would pull American troops out of the region, giving Turkey a green light. President Trump was widely condemned for abandoning the Kurds, who fought alongside America against Islamic State and still guard captured IS prisoners in camps. He justified the betrayal by claiming that the Kurds “didn’t help us in the second world war”. Actually, they did. Kurds of the Assyrian Parachute Company fought for the Allies in Greece and Albania, among other places. See article.|politics
Protests against the government continued in Iraq. The authorities responded with force, killing more than 100 people and wounding 4,000. The government also shut down the internet and imposed curfews, but it has been unable to fix the economy or curb graft. See article.|politics
Upgrade your inbox and get our Daily Dispatch and Editor's Picks.|politics
An election observer in Mozambique was shot dead, allegedly by police, ahead of a presidential poll already marred by violence and irregularities. See article.|politics
Hong Kong’s government invoked a colonial-era emergency law to ban the wearing of masks during protests. Thousands of people, many of them masked, protested. Others clashed with police, started fires and vandalised property, resulting in the first closure of the city’s mass-transit rail network in 40 years. See article.|politics
Nationalists and supporters of the Communist Party in China claimed to be outraged by the general manager of the Houston Rockets, who had tweeted the words “Fight for freedom, stand with Hong Kong”. China’s state broadcaster, CCTV, suspended broadcasts of games involving America’s National Basketball Association. Other Chinese firms severed ties with it. Basketball stars are still free to criticise America. See article.|politics
North Korea and America resumed disarmament talks for the first time in seven months. But North Korea broke them off after a day, accusing America of intransigence. The dictatorship threatened to test more long-range missiles and nuclear bombs if it does not get more of what it wants by the end of the year. See article.|politics
The lower house of Malaysia’s parliament voted for a second time to repeal the country’s “fake news” law, which was imposed by the previous government to stifle criticism.|politics
Thailand ordered owners of publicly accessible wireless networks to keep records of their customers’ identities or their browsing history, to help the authorities identify people who criticise the government or the monarchy.|politics
New Zealand’s government said it would admit more refugees, and scrap rules that have impeded applicants from Africa and the Middle East. See article.|politics
Negotiations between the European Union and Britain over Brexit appeared close to collapse. Boris Johnson, Britain’s prime minister, had put forward a new deal he thought the House of Commons might accept, but the EU said it would be hard to resolve differences before the October 31st deadline. After Downing Street briefed that it was all the fault of Germany and Ireland, Donald Tusk, the president of the EU, told Mr Johnson to stop the “stupid blame game”. That was the mildest rebuke Mr Johnson has faced in recent weeks. See article.|politics
A gunman spouting anti-Semitic slogans killed two people in the German city of Halle and tried to force his way into a synagogue.|politics
France’s security services faced scrutiny following the killing of four policemen in Paris earlier this month by a colleague. The murderer, a Muslim convert, turned out to have praised the slaughter in 2015 of 12 people at Charlie Hebdo, a satirical magazine, for poking fun at the Prophet. Yet he still had access to top-secret police intelligence files. See article.|politics
Portugal’s Socialist Party won the most seats in the country’s general election. But it fell short of an overall majority, suggesting that the prime minister, António Costa, will again have to seek allies on the radical left. See article.|politics
In Ecuador protesters complained about the withdrawal of fuel subsidies, at one point forcing their way into parliament. The unrest, the worst the country has seen for years, prompted the government to move temporarily from the capital, Quito, to the port city of Guayaquil. Lenín Moreno, the president, defended the cuts. His supporters pointed out that the subsidies were costly, wasteful and ecologically damaging. But they are popular. See article.|politics
Álvaro Uribe, Colombia’s president from 2002 to 2010, was questioned before the supreme court about accusations that through his lawyer he had tried to bully and bribe witnesses to retract claims that he had helped set up a unit of a paramilitary group in the 1990s. In 2012 Iván Cepeda, a left-leaning senator, first accused Mr Uribe of having links to paramilitary groups. Mr Uribe denies wrongdoing.|politics
America’s Democrats promised subpoenas to make officials testify in their impeachment inquiry, after the White House said it would not co-operate. Having urged Ukraine to investigate Joe Biden, Donald Trump publicly called on China, too, to investigate his potential election rival. Meanwhile, Ukraine’s prosecutor-general said he was reviewing a number of closed investigations, including a case against the energy firm that had employed Mr Biden’s son. He said he had not been put under any pressure to do so. See article.|politics
It emerged that Bernie Sanders suffered a heart attack when he was admitted to hospital with what his campaign had described as “chest discomfort”. He vowed to appear at the next Democratic debate.|politics
Microsoft uncovered attempts by hackers linked to the Iranian government to target email accounts associated with an American presidential campaign, reportedly Mr Trump’s. Though unsuccessful in their cyberattack, Microsoft said the hackers were “highly motivated” and “willing to invest significant time and resources” in their endeavour.|politics
China staged a huge parade to celebrate 70 years of Communist rule. It involved more than 100,000 civilians, 15,000 troops and hundreds of weapons. Some of the equipment had not been shown in public before, including the DF-41 intercontinental ballistic missile, which can hit any part of America. But a “white paper” issued by China said the country had “no intention” of challenging the United States, or supplanting it. See article.|politics
